MethodID	GroupBasedOn	Group1	Group2	Heterogeneous.Selection_Relative.Diff	Heterogeneous.Selection_Cohen.d	Heterogeneous.Selection_Effect.Size	Heterogeneous.Selection_P.value	Homogeneous.Selection_Relative.Diff	Homogeneous.Selection_Cohen.d	Homogeneous.Selection_Effect.Size	Homogeneous.Selection_P.value	Dispersal.Limitation_Relative.Diff	Dispersal.Limitation_Cohen.d	Dispersal.Limitation_Effect.Size	Dispersal.Limitation_P.value	Homogenizing.Dispersal_Relative.Diff	Homogenizing.Dispersal_Cohen.d	Homogenizing.Dispersal_Effect.Size	Homogenizing.Dispersal_P.value	Drift.and.Others_Relative.Diff	Drift.and.Others_Cohen.d	Drift.and.Others_Effect.Size	Drift.and.Others_P.value	Stochasticity_Relative.Diff	Stochasticity_Cohen.d	Stochasticity_Effect.Size	Stochasticity_P.value
CbMPDiCBraya	site	CO	MRF	0.00034736435435106	0	negligible	0.466259786399328	-0.2670987601523	0	negligible	0	0.136000020920739	0	negligible	0.329692282462979	0.423902047730843	0	negligible	0.00174999799312157	0.0915825840199839	0	negligible	0.268812765122976	0.194717335986802	0	negligible	0
CbMPDiCBraya	site	CO	NE	0.74309054265243	2.01847138531745	large	0.0692939307060693	0.068734572415509	1.62213869637623	large	0.132345867654132	0.232174400354449	1.02916317370879	large	0.237948762051238	0.470237251106757	8.05154976179183	large	0	-0.283733343492944	-7.62083173352382	large	0	-0.0376965432816344	-1.70916585791232	large	0.119434880565119
CbMPDiCBraya	site	CO	SVREC	0.964441769676491	0	negligible	0.00192384576768961	-0.199103807591131	0	negligible	0	0.353950177900534	0	negligible	0.148842536229924	0.230221402026829	0	negligible	0.105402699997295	0.00491399756133261	0	negligible	0.466184903622341	0.129648149037702	0	negligible	0
CbMPDiCBraya	site	CO	WA	0.709517237524934	1.88383936443376	large	0.0915549084450916	-0.198681366290887	-4.81449793583554	large	0.000514999485000515	-0.143741937418639	-0.690984906230443	medium	0.324311675688324	0.425565294670034	7.20036883185967	large	0	0.0678477957778609	1.17603321590265	large	0.197222802777197	0.130136515598599	4.73560684618538	large	0.000748999251000749
CbMPDiCBraya	site	MRF	NE	0.743001270454673	0	negligible	0.0864999008028661	0.317474413496028	0	negligible	0	0.111312941854698	0	negligible	0.24891141179884	0.0804293839153695	0	negligible	0.505007448385954	-0.349330894743214	0	negligible	0	-0.225073708784725	0	negligible	0
CbMPDiCBraya	site	MRF	SVREC	0.964429413722755	0	negligible	0	0.0848985838684777	0	negligible	0	0.25225713224213	0	negligible	0.114180064050045	-0.251605651565237	0	negligible	0.204909584180305	-0.0870965788346452	0	negligible	0.31006357891979	-0.0747619332079968	0	negligible	0
CbMPDiCBraya	site	MRF	WA	0.709416299105288	0	negligible	0.126495267780656	0.0853810094802425	0	negligible	0.0116869132030812	-0.260193051843255	0	negligible	0.0122236098353098	0.00288709052451805	0	negligible	0.619230941248921	-0.0254623527516402	0	negligible	0.520557889268476	-0.0742424777522921	0	negligible	0.00731421179562868
CbMPDiCBraya	site	NE	SVREC	0.861592365300111	0	negligible	0.0170821472122773	-0.254153064925564	0	negligible	0	0.158598225433353	0	negligible	0.269174078983889	-0.311798547935589	0	negligible	0.0680410139869599	0.287253076096284	0	negligible	0	0.162457405257753	0	negligible	0
CbMPDiCBraya	site	NE	WA	-0.115577615833153	-0.167144877573086	negligible	0.47026952973047	-0.253759659947463	-7.60064998097374	large	0	-0.342543139647129	-3.3332711236885	large	0.0108329891670108	-0.0777668132204221	-0.838358118214587	large	0.266420733579266	0.332330457326126	10.3954890403684	large	0	0.16292736208745	7.70022299995404	large	0
CbMPDiCBraya	site	SVREC	WA	-0.87758918973183	0	negligible	0.0389829268708148	0.000527182674248478	0	negligible	0.526519512505498	-0.446814630998078	0	negligible	0.00642384125867609	0.253766333797206	0	negligible	0.0977754531308085	0.0632445819379388	0	negligible	0.242347452557663	0.000561113945305558	0	negligible	0.461682904125347
